Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Series A - Aerchain,https://www.crunchbase.com/funding_round/aerchain-series-a--4861462f,Series A,13000000,USD,13000000,2026-03-18,Early Stage Venture,"Aerchain provides an enterprise procurement platform that automates sourcing, vendor evaluation, contract negotiation, and compliance.",https://www.aerchain.io,3,"Artificial Intelligence (AI), Enterprise Software, Logistics, Procurement, Software","Bengaluru, Karnataka, India, Asia",Pavestone Capital
Series B - Allure Security Technology,https://www.crunchbase.com/funding_round/allure-security-technology-inc-series-b--7e4000a8,Series B,17000000,USD,17000000,2026-03-19,Early Stage Venture,Allure uses artificial intelligence to develop an anti-phishing solution that defends enterprise customers from cyber attacks.,http://www.alluresecurity.com,6,"Artificial Intelligence (AI), Big Data, Cloud Security, Cyber Security, Mobile, Risk Management, Software","Waltham, Massachusetts, United States, North America",Riverside Acceleration Capital
Series A - Kai,https://www.crunchbase.com/funding_round/kai-9f1f-series-a--6633932e,Series A,125000000,USD,125000000,2026-03-10,Early Stage Venture,"Kai is an agentic AI platform that executes cybersecurity tasks, integrating multiple security processes into a single workflow.",https://www.kai.security,1,"Agentic AI, Artificial Intelligence (AI), Cyber Security","San Jose, California, United States, North America",Evolution Equity Partners
Seed Round - Worldscape,https://www.crunchbase.com/funding_round/worldscape-5242-seed--cb8d32c3,Seed,6000000,USD,6000000,2026-03-03,Seed,"Worldscape is an AI-powered geospatial intelligence software company serving defense, government, and enterprise customers.",https://worldscape.ai/,1,"Artificial Intelligence (AI), Information Technology, Media and Entertainment","Redmond, Washington, United States, North America",Scout Ventures
Seed Round - Spotlight Pathology,https://www.crunchbase.com/funding_round/spotlight-pathology-seed--c4659586,Seed,1400000,GBP,1875871,2026-03-11,Seed,Spotlight Pathology develops decision support tools powered by artificial intelligence (AI) to help in the diagnosis of blood cancers.,https://www.spotlightpathology.com,3,"Artificial Intelligence (AI), Medical","Manchester, Manchester, United Kingdom, Europe","AXM Venture Capital, UK Innovation & Science Seed Fund"
Series A - Rebar,https://www.crunchbase.com/funding_round/rebar-444d-series-a--a035b476,Series A,14000000,USD,14000000,2026-03-10,Early Stage Venture,Rebar is a construction technology company that develops AI-powered estimating software for HVAC equipment suppliers.,https://www.withrebar.ai,1,"Artificial Intelligence (AI), Construction, Heating, Ventilation, and Air Conditioning (HVAC), Industrial","New York, New York, United States, North America",Prudence
Seed Round - Navi AI,https://www.crunchbase.com/funding_round/navi-ai-seed--7fc4f657,Seed,3350000,USD,3350000,2026-03-23,Seed,Navi AI is a SaaS company that offers AI powered system and software for pilot training services.,https://www.flynavi.com/,3,"Aerospace, Artificial Intelligence (AI), Training","San Francisco, California, United States, North America",
Seed Round - Hamilton AI,https://www.crunchbase.com/funding_round/hamilton-ai-seed--a59af753,Seed,7500000,USD,7500000,2026-03-19,Seed,Hamilton AI is the world's first intelligent platform for private aviation.,https://www.hamilton.ai,3,"Aerospace, Artificial Intelligence (AI)","San Francisco, California, United States, North America",TTV Capital
Series B - D-Robotics,https://www.crunchbase.com/funding_round/d-robotics-series-b--08ab96a7,Series B,120000000,USD,120000000,2026-03-16,Early Stage Venture,D-Robotics is a provider of robotic computing solutions.,https://d-robotics.cc/,3,"Artificial Intelligence (AI), Hardware, Robotics","Sheung Wan, Hong Kong Island, Hong Kong, Asia",
Series B - Lucid Bots,https://www.crunchbase.com/funding_round/lucid-drone-technologies-series-b--474be797,Series B,20000000,USD,20000000,2026-03-25,Early Stage Venture,Lucid Bots is a technology company that develops autonomous robotic systems designed for industrial cleaning and exterior maintenance tasks.,https://www.lucidbots.com,8,"Artificial Intelligence (AI), Drones, Industrial Automation, Manufacturing, Robotics","Charlotte, North Carolina, United States, North America","Cubit Capital, IDEA Fund Partners"
Series A - Edra,https://www.crunchbase.com/funding_round/edra-d38d-series-a--7d199289,Series A,23800000,USD,23800000,2026-03-18,Early Stage Venture,"Edra AI is an automation platform that analyzes existing company data such as tickets, logs, and messages.",https://edra.ai/,1,"Artificial Intelligence (AI), Enterprise Software","New York, New York, United States, North America",Sequoia Capital
Series A - Firmable,https://www.crunchbase.com/funding_round/firmable-series-a--4d4b94c6,Series A,14000000,USD,14000000,2026-03-02,Early Stage Venture,Firmable is an AI sales platform that helps businesses identify buying signals and focus on in-market prospects to close deals faster.,https://firmable.com,2,"Artificial Intelligence (AI), Business Intelligence, Sales","Melbourne, Victoria, Australia, Oceania",Airtree Ventures
Series A - Blossom Health,https://www.crunchbase.com/funding_round/blossom-health-series-a--1c5f7ffa,Series A,20000000,USD,20000000,2026-03-26,Early Stage Venture,"Blossom Health is a telehealth platform that specializes in psychiatry, aiming to provide access to mental health services.",https://www.joinblossomhealth.com/,2,"Artificial Intelligence (AI), Health Care, Information Technology, Internet, Mental Health, Software","New York, New York, United States, North America",Headline
Series A - Escape,https://www.crunchbase.com/funding_round/escape-b74e-series-a--0abcf50c,Series A,15400000,EUR,17884621,2026-03-10,Early Stage Venture,Escape - API discovery and API security platform that leverages generative AI to discover and secure all exposed APIs.,https://escape.tech,4,"Artificial Intelligence (AI), Cyber Security, Developer APIs, Enterprise Software, Machine Learning, Network Security","Paris, Ile-de-France, France, Europe",Balderton Capital
Series B - Juicebox,https://www.crunchbase.com/funding_round/juicebox-7e6b-series-b--d2d730d7,Series B,80000000,USD,80000000,2026-03-10,Early Stage Venture,"Juicebox provides an AI platform for talent sourcing, recruiting, and engagement.",https://juicebox.ai,4,"Artificial Intelligence (AI), CRM, Software","San Francisco, California, United States, North America",DST Global
Venture Round - GENCY AI,https://www.crunchbase.com/funding_round/gency-ai-series-unknown--c132bd49,Venture - Series Unknown,20000000,USD,20000000,2026-03-17,,"Gency AI is a Web3 platform for privacy-focused, verifiable digital ads using encrypted data and proof-based tracking.",https://gencyai.io/,1,"Advertising, Artificial Intelligence (AI)","San Francisco, California, United States, North America",
Series A - Xsensio,https://www.crunchbase.com/funding_round/xsensio-series-a--9d808990,Series A,7000000,USD,7000000,2026-03-02,Early Stage Venture,Xsensio develops Lab-on-Skin technology for next-generation wearables that enable real-time biochemical sensing for healthcare applications.,https://xsensio.com,12,"Health Care, Health Diagnostics, Machine Learning, Predictive Analytics, Sensor, Wearables","Lausanne, Vaud, Switzerland, Europe",WI Harper Group
Seed Round - Datakrew,https://www.crunchbase.com/funding_round/datakrew-seed--09fcaed4,Seed,2600000,USD,2600000,2026-03-18,Seed,"Our vision is to realise a smart secure world, by connecting people and infrastructure to drive socio-economic value.",https://datakrew.com,3,Artificial Intelligence (AI),"Singapore, Central Region, Singapore, Asia",Greenwillow Capital Management
Seed Round - Obin AI,https://www.crunchbase.com/funding_round/obin-ai-seed--814f3243,Seed,7000000,USD,7000000,2026-03-18,Seed,Obin AI is an enterprise AI startup focused on building agentic AI workforces tailored for financial institutions.,https://www.obin.ai,1,"Artificial Intelligence (AI), Financial Services","New York, New York, United States, North America",Motive Partners
Seed Round - Cheerio AI,https://www.crunchbase.com/funding_round/cheerio-ai-seed--76ac7017,Seed,80000000,INR,873376,2026-03-05,Seed,"Cheerio AI lets you build, edit, test, and deploy structured workflows that run across your systems and channels.",https://www.cheerioai.com,1,"Artificial Intelligence (AI), CRM, SaaS","Bengaluru, Karnataka, India, Asia",Artha Venture Fund
Series A - Parallel 1245,https://www.crunchbase.com/funding_round/parallel-6f8d-series-a--2628e7d0,Series A,20000000,USD,20000000,2026-03-19,Early Stage Venture,"Parallel builds AI agents that streamline healthcare admin workflows, seamlessly integrated to unlock efficiency at scale.",https://www.beparallel.com,2,"Artificial Intelligence (AI), Developer Platform, Hospital, Medical","Paris, Ile-de-France, France, Europe",Index Ventures
Series B - Unnatural Products,https://www.crunchbase.com/funding_round/unnatural-products-series-b--7732c575,Series B,45000000,USD,45000000,2026-03-16,Early Stage Venture,Unnatural Products is a biotech company that focuses on unlocking macrocyclic peptides to create drug therapies.,http://www.unnaturalproducts.com,4,"Artificial Intelligence (AI), Biotechnology, Health Care, Therapeutics","Santa Cruz, California, United States, North America",The Venture Collective
Venture Round - Normal Computing,https://www.crunchbase.com/funding_round/normal-computing-series-unknown--3524ba73,Venture - Series Unknown,50000000,USD,50000000,2026-03-25,,AI for our most pressing crises in silicon.,https://www.normalcomputing.com/,5,"AI Infrastructure, Artificial Intelligence (AI), Generative AI, Semiconductor","New York, New York, United States, North America",Samsung Catalyst Fund
Series A - eMed,https://www.crunchbase.com/funding_round/emed-technologies-series-a--6a678ab6,Series A,200000000,USD,200000000,2026-03-26,Early Stage Venture,"eMed focuses on employer-sponsored preemptive health management, providing personalized solutions for workforce health.",https://www.emed.com,3,"Agentic AI, Communications Infrastructure, Health Care, Internet, mHealth, Software, Telehealth","Miami, Florida, United States, North America",Aon
Seed Round - Axiomatic AI,https://www.crunchbase.com/funding_round/axiomatic-ai-seed--31c8c9c8,Seed,18000000,USD,18000000,2026-03-09,Seed,Axiomatic AI is a startup that focuses on building verifiable artificial intelligence for complex science.,https://axiomatic-ai.com/,1,Artificial Intelligence (AI),"Boston, Massachusetts, United States, North America",Engine Ventures
Seed Round - Zevero,https://www.crunchbase.com/funding_round/zevero-seed--7ac37307,Seed,7000000,USD,7000000,2026-03-24,Seed,Zevero offers AI-powered software combined with sustainability experts to help businesses track emissions and develop a net-zero strategy.,https://zevero.earth,2,"Artificial Intelligence (AI), CleanTech, Software, Sustainability","Singapore, Central Region, Singapore, Asia",Spiral Capital
Pre Seed Round - Certiv,https://www.crunchbase.com/funding_round/certiv-pre-seed--9b9e8fd5,Pre-Seed,4200000,USD,4200000,2026-03-16,Seed,"Certiv offers AI safety, monitoring, and control services for AI agents.",https://certiv.ai/,1,"Artificial Intelligence (AI), Computer, Cyber Security, Enterprise Software, Government, Information Technology, Network Security, Productivity Tools, Risk Management, Software","Seattle, Washington, United States, North America",Aviso Ventures
Seed Round - Another Earth,https://www.crunchbase.com/funding_round/another-earth-seed--aaeda017,Seed,3500000,EUR,4046364,2026-03-11,Seed,AI Powered Synthetic Data And Simulations For A More Resilient World,https://anotherearth.ai/,2,"Artificial Intelligence (AI), Enterprise Software, Generative AI","Vienna, Wien, Austria, Europe",
Series A - Halcyon,https://www.crunchbase.com/funding_round/halcyon-3888-series-a--4712b50b,Series A,21000000,USD,21000000,2026-03-16,Early Stage Venture,"Halcyon is an AI platform for energy that enables users to search and query datasets, including regulatory filings and energy data.",https://halcyon.io,2,"Artificial Intelligence (AI), Energy, Energy Management, Software","San Francisco, California, United States, North America",Energize Capital
Seed Round - Ringtime,https://www.crunchbase.com/funding_round/ringtime-seed--dda81297,Seed,1800000,EUR,2065473,2026-03-19,Seed,Ringtime provides an AI phone assistant that handles inbound and outbound calls for businesses.,https://www.ringtime.ai/,1,"Artificial Intelligence (AI), Generative AI, Human Resources, Real Estate, SaaS, Software","Ghent, Oost-Vlaanderen, Belgium, Europe",Volta Ventures
Pre Seed Round - CiaoDott,https://www.crunchbase.com/funding_round/ciaodott-pre-seed--eefa2f36,Pre-Seed,1500000,EUR,1726048,2026-03-17,Seed,"CiaoDott interacts with your medical center's management software to automatically answer patient calls 24 hours a day, seven days a week.",https://ciaodott.com/,1,"Artificial Intelligence (AI), Health Care, Medical","Via Rara, Lisboa, Portugal, Europe",The Techshop
Series B - KargoBot,https://www.crunchbase.com/funding_round/kargobot-series-b--4b8fa728,Series B,100000000,USD,100000000,2026-03-02,Early Stage Venture,KargoBot is a technology company that develops and deploys autonomous freight transport systems for logistics and cargo movement.,https://kargobot.ai,5,"Artificial Intelligence (AI), Automotive, Freight Service, Logistics, Transportation","Beijing, Beijing, China, Asia","Gaorong Capital, Horizon Robotics"
Seed Round - Workroom,https://www.crunchbase.com/funding_round/workroom-b85b-seed--e1957ec9,Seed,62000000,INR,660835,2026-03-23,Seed,Workroom builds a connected factory platform that acts as an intelligence layer across manufacturing systems.,https://onworkroom.com/,1,"Artificial Intelligence (AI), Manufacturing, Software","Hyderabad, Telangana, India, Asia",Equirus InnovateX Fund
Series A - Onyx Security,https://www.crunchbase.com/funding_round/onyx-security-inc-series-a--8b0b0cf8,Series A,35000000,USD,35000000,2026-03-12,Early Stage Venture,Onyx Security provides cybersecurity software that monitors and manages risks in artificial intelligence and machine learning systems.,https://www.onyx.security ,2,"Artificial Intelligence (AI), Information Technology, Software","Wilmington, Delaware, United States, North America","Conviction, Cyberstarts"
Seed Round - Onit Security,https://www.crunchbase.com/funding_round/onit-security-seed--e864d343,Seed,11000000,USD,11000000,2026-03-25,Seed,Onit Security provides an AI-driven exposure management platform that automates vulnerability remediation using agent-based workflows.,https://onit.security,1,"Artificial Intelligence (AI), Business Process Automation (BPA), Cloud Computing, Cyber Security, Enterprise Software, Machine Learning, Risk Management, Security, Software","Jaffa-tel Aviv, Tel Aviv, Israel, Asia","Brightmind Partners, Hetz Ventures"
Seed Round - Standard Kernel,https://www.crunchbase.com/funding_round/standard-kernel-seed--af949950,Seed,20000000,USD,20000000,2026-03-11,Seed,Standard Kernel builds AI technology that makes the core software running on GPUs and other accelerators faster and more efficient.,https://standardkernel.com/,2,"Artificial Intelligence (AI), Cloud Infrastructure, Software","Palo Alto, California, United States, North America",Jump Capital
Pre Seed Round - Vor Systems,https://www.crunchbase.com/funding_round/vor-systems-pre-seed--c6f2bbd4,Pre-Seed,3000000,USD,3000000,2026-03-05,Seed,"Vor Systems is an AI-enabled platform, which allows to ease the process of transacting and financing complex energy assets.",https://www.vorsystems.com/,1,"Artificial Intelligence (AI), Energy, Online Portals","Seattle, Washington, United States, North America",Gigascale Capital
Series A - Lyzr,https://www.crunchbase.com/funding_round/lyzr-ai-series-a--6f2e88e1,Series A,14500000,USD,14500000,2026-03-02,Early Stage Venture,Lyzr is an enterprise software company that offers AI porwered agent framework to build multi-agent workflows.,https://www.lyzr.ai,5,"Apps, Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Generative AI, Information Technology, Language Learning, Machine Learning, Open Source, SaaS","Jersey City, New Jersey, United States, North America",Accenture
Series A - Tianhu Technology,https://www.crunchbase.com/funding_round/tianhu-technology-series-a--7bae68e8,Series A,200000000,CNY,29001479,2026-03-16,Early Stage Venture,Tianhu Technology is a computational chemistry and AI-driven innovative drug molecule design provider.,https://www.matwings.com,5,"Alternative Protein, Artificial Intelligence (AI), Biotechnology, Consulting, Energy Efficiency, Medical","Minhang, Shanghai, China, Asia","PetroChina Kunlun Capital, Shanghai Future Industry Fund, Yonghua Capital"
Series A - Nectir,https://www.crunchbase.com/funding_round/nectir-de37-series-a--5c461533,Series A,12500000,USD,12500000,2026-03-10,Early Stage Venture,Nectir is a learning platform that allows educators to create customizable and FERPA-compliant AI assistants that live within the LMS.,https://www.nectir.io/,5,"Artificial Intelligence (AI), EdTech, Education, SaaS, Software","Los Angeles, California, United States, North America",Rethink Impact
Seed Round - SetSale,https://www.crunchbase.com/funding_round/setsale-seed--71a8c9a6,Seed,2617998,USD,2617998,2026-03-17,Seed,"SetSale is an AI-powered sales platform that provides automated pricebook, CRM integration, and financial calculation for HVAC contractors.",https://www.setsale.ai,1,"Artificial Intelligence (AI), Online Portals, Sales Automation","Charlotte, North Carolina, United States, North America",York IE
Seed Round - Coreworks AI,https://www.crunchbase.com/funding_round/coreworks-ai-seed--572bc6ab,Seed,5000000,USD,5000000,2026-03-10,Seed,Coreworks AI is an AI driven fintech company that offers a a natural language query engine for finance teams.,https://www.coreworks.cloud,1,"Artificial Intelligence (AI), Financial Services, FinTech, Natural Language Processing","Palo Alto, California, United States, North America",Together Fund
Series A - Yourco,https://www.crunchbase.com/funding_round/fuseme-inc-series-a--1252730f,Series A,6000000,USD,6000000,2026-03-09,Early Stage Venture,SMS-Based Frontline Employee Communication & Intelligence Platform,https://yourco.io,5,"Artificial Intelligence (AI), Communications Infrastructure, SaaS, Software","Indianapolis, Indiana, United States, North America",High Alpha
Series A - Magic Atom,https://www.crunchbase.com/funding_round/magic-atom-series-a--9a1d52b1,Series A,500000000,CNY,72247027,2026-03-09,Early Stage Venture,Magic Atom develops robotics systems and embodied artificial intelligence for physical interaction and task execution.,https://magiclab.top,3,"Intelligent Systems, Manufacturing, Robotics","Wuxi Shi, Jiangsu, China, Asia",
Seed Round - Standard Template Labs,https://www.crunchbase.com/funding_round/standard-template-labs-seed--cf0b99ec,Seed,49000000,USD,49000000,2026-03-17,Seed,Standard Template Labs provides an AI-native ITSM platform that replaces legacy ticketing with autonomous automation to resolve IT issues.,https://stlabs.com/,1,"Artificial Intelligence (AI), Business Intelligence, Business Process Automation (BPA), Information Services, Information Technology","New York, New York, United States, North America","CRV, ICONIQ Capital"
Series C - Amber Semiconductor,https://www.crunchbase.com/funding_round/amber-solutions-inc-series-c--40221c80,Series C,30000000,USD,30000000,2026-03-10,Late Stage Venture,Amber Semiconductor is a fabless semiconductor company developing advanced power management solutions for AI data centers.,http://www.ambersi.com,3,"AI Infrastructure, Data Center, Electronics, Energy Efficiency, Energy Management, Semiconductor","Dublin, California, United States, North America",
Series E - HawkEye 360,https://www.crunchbase.com/funding_round/hawkeye-360-2-series-e--ad489db5,Series E,23000000,USD,23000000,2026-03-04,Late Stage Venture,"HawkEye 360 detects, geolocates, and characterizesvarious RF signals using its satellite constellation in low Earth orbit.",http://www.he360.com,15,"Aerospace, Analytics, Artificial Intelligence (AI), Navigation, Satellite Communication, Wireless","Herndon, Virginia, United States, North America",
Pre Seed Round - Lemrock,https://www.crunchbase.com/funding_round/lemrock-pre-seed--1a7dbfad,Pre-Seed,6000000,EUR,6936625,2026-03-11,Seed,Lemrock develops conversational platform designed to make websites more interactive and improve user engagement and revenue.,https://www.lemrock.com/,1,"Artificial Intelligence (AI), Machine Learning, SaaS","Saint-ouen-sur-gartempe, Limousin, France, Europe",Galion.exe
Venture Round - Mojo Vision,https://www.crunchbase.com/funding_round/mojo-vision-series-unknown--e3be5470,Venture - Series Unknown,17500000,USD,17500000,2026-03-25,,Mojo develops high-performance micro-LED display technology with proprietary full-color quantum-dot technology with superior performance,https://www.mojo.vision,12,"Artificial Intelligence (AI), Augmented Reality, Consumer Electronics","Saratoga, California, United States, North America",Future Ventures
Seed Round - Vanguard Defense,https://www.crunchbase.com/funding_round/vanguard-defense-seed--ee4c82ab,Seed,5000000,USD,5000000,2026-03-25,Seed,"Vanguard Defense is a data labeling firm that transforms defense telemetry into AI-ready datasets, which is powered by veterans.",https://www.vanguarddefense.us/,1,"Artificial Intelligence (AI), Data Management, Online Portals","California, Kentucky, United States, North America",First In
Series D - Amity Corporation,https://www.crunchbase.com/funding_round/amity-78ac-series-d--51f61f1f,Series D,100000000,USD,100000000,2026-03-25,Late Stage Venture,Technology Holding & Investment Company focused on the AI-Driven Future of Customer Experience.,https://www.amitycorp.com/,7,"Artificial Intelligence (AI), Information Technology, Mobile Apps, Software","London, England, United Kingdom, Europe",EDBI
Series C - OYMotion Technologies,https://www.crunchbase.com/funding_round/oymotion-technologies-inc-series-c--5add91b5,Series C,150000000,CNY,21758682,2026-03-25,Late Stage Venture,"OYMotion Technologies is a manufacturing company that develops small profile, biometric sensors, and pattern recognition technologies.",https://www.oymotion.com,8,"Artificial Intelligence (AI), Biometrics, Machine Learning, Manufacturing, Product Design, Robotics, Sensor","Shanghai, Shanghai, China, Asia",CICC Capital
Series A - Guild.ai,https://www.crunchbase.com/funding_round/guild-ai-86ce-series-a--dcf79ba2,Series A,30000000,USD,30000000,2026-03-03,Early Stage Venture,"AI, Software Development",https://www.guild.ai,3,"Artificial Intelligence (AI), Developer Platform, Developer Tools, Generative AI, Software","San Francisco, California, United States, North America",Google Ventures
Seed Round - Cylake,https://www.crunchbase.com/funding_round/cylake-seed--aca15cdf,Seed,45000000,USD,45000000,2026-03-06,Seed,Cylake develops a cybersecurity platform designed to analyze and protect enterprise infrastructure using an integrated data architecture.,https://cylake.com,1,"Analytics, Artificial Intelligence (AI), Cyber Security","Sunnyvale, California, United States, North America",Greylock
Series A - Amigo AI,https://www.crunchbase.com/funding_round/amigo-ai-series-a--53347e53,Series A,11000000,USD,11000000,2026-03-10,Early Stage Venture,"Amigo builds AI agents that interact with patients to support intake, triage, care navigation, and ongoing patient assistance.",https://amigo.ai,2,"Agentic AI, Artificial Intelligence (AI), Enterprise Software, Generative AI, Health Care, Software","New York, New York, United States, North America",Madrona
Series A - Smack Technologies,https://www.crunchbase.com/funding_round/smack-technologies-series-a--0b7f297f,Series A,32000000,USD,32000000,2026-03-02,Early Stage Venture,"Smack's purpose is to provide Decision Dominance to the Department of War, our allies, and partners.",https://smacktechnologies.com/about,2,"Artificial Intelligence (AI), Web Development","El Segundo, California, United States, North America","Costanoa Ventures, Geodesic Capital"
Seed Round - Feijiecos,https://www.crunchbase.com/funding_round/fibretronics-seed--57474403,Seed,100000000,CNY,14521375,2026-03-20,Seed,Feijiecos is a smart technology supplier that specializes in smart technology and offers intelligent solutions.,https://fysics.net/,2,"Generative AI, Intelligent Systems","Shanghai, Shanghai, China, Asia",Dingfeng Science and Technology Innovation
Series A - BackOps AI,https://www.crunchbase.com/funding_round/backops-ai-series-a--d0de820f,Series A,27499981,USD,27499981,2026-03-12,Early Stage Venture,BackOps AI develops software that automates operational workflows for logistics and supply chain teams using artificial intelligence.,https://backops.ai,3,"Artificial Intelligence (AI), Software, Supply Chain Management","San Francisco, California, United States, North America",Theory Ventures
Seed Round - Dify.AI,https://www.crunchbase.com/funding_round/langgenius-inc-seed--afa48907,Seed,30000000,USD,30000000,2026-03-09,Seed,"Dify is an open-source platform designed to build, deploy, and manage autonomous AI agents and workflows.",https://dify.ai,3,"Agentic AI, Developer Tools, Generative AI, SaaS","Sunnyvale, California, United States, North America",HSG
Seed Round - Augur,https://www.crunchbase.com/funding_round/augur-91e4-seed--8f1651f5,Seed,15000000,USD,15000000,2026-03-09,Seed,Augur focuses on AI‑driven security and perception‑engine solutions.,https://augurinitiative.ai,1,"Artificial Intelligence (AI), Information Technology, Internet","London, England, United Kingdom, Europe",Plural Platform
Seed Round - Ezra AI Labs,https://www.crunchbase.com/funding_round/ezra-ai-labs-seed--cb6169a3,Seed,3200000,USD,3200000,2026-03-18,Seed,Ezra AI Labs is a voice AI platform that automates initial screenings by conducting structured interviews and integrating directly with ATS.,https://www.ezrarecruiting.com/,1,"Artificial Intelligence (AI), Digital Signage, Employment, Recruiting","San Francisco, California, United States, North America","LMNT Ventures, Penny Jar Capital"
Series C - FAIR,https://www.crunchbase.com/funding_round/fair-4c18-series-c--737f73f9,Series C,100000000,USD,100000000,2026-03-24,Late Stage Venture,FAIR is a robot company that carries out independent research and development of all core components.,http://www.frtech.fr/,4,"Intelligent Systems, Product Research, Robotics","Suzhou, Jiangsu, China, Asia",China Life Capital
Seed Round - Diligent,https://www.crunchbase.com/funding_round/diligent-348c-seed--a85828a9,Seed,2100000,EUR,2435260,2026-03-04,Seed,Diligent helps fintechs and banks to automate and strengthen risk and compliance operations with Large Language Models,https://www.godiligent.ai/,2,"Artificial Intelligence (AI), Industrial Automation, Information Technology","Berlin, Berlin, Germany, Europe",Speedinvest
Pre Seed Round - Neuramancer,https://www.crunchbase.com/funding_round/neuramancer-pre-seed--0b59802d,Pre-Seed,1700000,EUR,1964357,2026-03-12,Seed,Neuramancer AI Solutions is a technology business that develops tools to detect altered digital media made using AI.,https://neuramancer.de/#team,1,"Artificial Intelligence (AI), Digital Media","Rosenheim, Bayern, Germany, Europe",Vanagon Ventures
Series A - VAST,https://www.crunchbase.com/funding_round/vast-c254-series-a--274ed662,Series A,50000000,USD,50000000,2026-03-05,Early Stage Venture,VAST is an artificial intelligence business that focuses on the study and production of general-purpose 3D big models.,http://www.vast3d.ai/,3,"3D Technology, Artificial Intelligence (AI)",,"Alibaba Group, Hengxu Capital"
Venture Round - Kalshi,https://www.crunchbase.com/funding_round/kalshi-series-unknown--c7bccc56,Venture - Series Unknown,1000000000,USD,1000000000,2026-03-20,,Kalshi is a regulated prediction market where users trade event-based contracts tied to real-world outcomes.,https://kalshi.com,11,"Financial Exchanges, Financial Services, FinTech, Prediction Markets, Predictive Analytics","New York, New York, United States, North America",Coatue
Seed Round - Groundhawk,https://www.crunchbase.com/funding_round/groundhawk-seed--dcd7b1dd,Seed,2000000,EUR,2339909,2026-03-03,Seed,3D mapping of as-built underground infrastructure using AI,https://www.groundhawk.io,1,"3D Technology, Construction, Machine Learning, SaaS, Software","Espoo, Southern Finland, Finland, Europe","2C Ventures, Greencode Ventures"
Series A - UnityAI,https://www.crunchbase.com/funding_round/unityai-series-a--71510151,Series A,8500000,USD,8500000,2026-03-04,Early Stage Venture,UnityAI is the agentic workforce for ambulatory healthcare operations,https://www.unityai.co,3,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care","Nashville, Tennessee, United States, North America",Third Prime
Series A - Axiom,https://www.crunchbase.com/funding_round/axiom-math-ai-series-a--bc2ae407,Series A,200000000,USD,200000000,2026-03-12,Early Stage Venture,Axiom develops artificial intelligence systems designed to solve complex mathematical problems and produce formally verified proofs.,https://axiommath.ai,2,"Artificial Intelligence (AI), Education, Foundational AI, Generative AI, Information Technology, Software","Palo Alto, California, United States, North America",Menlo Ventures
Seed Round - Diligence Squared,https://www.crunchbase.com/funding_round/diligence-squared-seed--094b626f,Seed,5000000,USD,5000000,2026-03-05,Seed,Diligence Squared offers an AI platform that turns expert interviews and research data into investment insights.,https://www.diligencesquared.com,2,"Analytics, Artificial Intelligence (AI), Information Technology","San Francisco, California, United States, North America",Relentless
Series B - Assiduus Global,https://www.crunchbase.com/funding_round/assiduus-global-series-b--a3aa0443,Series B,25000000,USD,25000000,2026-03-19,Early Stage Venture,"Assiduus Global provides technology-enabled solutions for cross-border e-commerce, helping brands manage distribution and supply chains.",https://www.assiduusglobal.com,5,"Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Supply Chain Management","Atlanta, Georgia, United States, North America",Bajaj Finserv
Seed Round - Denki,https://www.crunchbase.com/funding_round/denki-e76f-seed--354398a9,Seed,4100000,USD,4100000,2026-03-05,Seed,"Denki offers an AI platform that automates audit planning, control testing, and compliance documentation.",https://denki.ai,2,"Analytics, Artificial Intelligence (AI), Business Process Automation (BPA), Compliance, Information Technology, Web Apps","San Francisco, California, United States, North America","Base10 Partners, Shine Capital"
Seed Round - zypl.ai,https://www.crunchbase.com/funding_round/zypl-ai-seed--39e811b9,Seed,5500000,USD,5500000,2026-03-17,Seed,zypl.ai applies 'no data' AI at scale to advance financial inclusion in emerging and frontier markets.,https://zypl.ai,6,"Artificial Intelligence (AI), Machine Learning, SaaS","Dushanbe, Khatlon, Tajikistan, Asia",Carbide Ventures
Pre Seed Round - Bindbridge,https://www.crunchbase.com/funding_round/bindbridge-pre-seed--df47e421,Pre-Seed,3800000,USD,3800000,2026-03-03,Seed,Bindbridge is an AgTech company that applies artificial intelligence to discover and design molecular glues for crop protection.,https://www.bindbridge.com,2,"Agriculture, AgTech, Artificial Intelligence (AI), Biotechnology","London, England, United Kingdom, Europe","Nucleus Capital, Speedinvest"
Pre Seed Round - Noru,https://www.crunchbase.com/funding_round/noru-pre-seed--1195e722,Pre-Seed,6000000,SEK,640616,2026-03-18,Seed,Noru builds an AI-native platform for regulatory compliance.,https://noru.tech/,1,"Artificial Intelligence (AI), Information Technology","Stockholm, Stockholms Lan, Sweden, Europe",Ampli Ventures
Seed Round - Dawa Technology,https://www.crunchbase.com/funding_round/dawa-technology-e0b8-seed--fb858515,Seed,100000000,CNY,14499899,2026-03-15,Seed,Dawa Technology is the first platform for creating AI content at a professional level.,http://dawahezhi.com,1,"Artificial Intelligence (AI), Content","Chongqing, Heilongjiang, China, Asia","PGA Capital, Yicun Capital"
