Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Series B - Defense Unicorns,https://www.crunchbase.com/funding_round/defense-unicorns-series-b--03343f05,Series B,136000000,USD,136000000,2026-01-13,Early Stage Venture,Defense Unicorns is a software startup that provides open-source software and AI capabilities for national security systems.,https://www.defenseunicorns.com,3,"Apps, Artificial Intelligence (AI), National Security, Software, Software Engineering","Colorado Springs, Colorado, United States, North America",Bain Capital Tech Opportunities
Series A - Optalysys,https://www.crunchbase.com/funding_round/optalysys-ltd-series-a--1022b09c,Series A,23000000,GBP,30881727,2026-01-22,Early Stage Venture,Optalysys solves the fundamental limitations of conventional computing.,http://www.optalysys.com,5,"Artificial Intelligence (AI), Big Data, Computer, Hardware, Machine Learning, Software","Leeds, Leeds, United Kingdom, Europe",Northern Gritstone
Series B - Nagro,https://www.crunchbase.com/funding_round/nagro-series-b--099619fb,Series B,50000000,BRL,9301979,2026-01-21,Early Stage Venture,"Nagro is a brazilian agfintech, delivering credit to small and midsize farmers and helping agribusiness chain reduce risk throughs BigData.",https://nagro.com.br/,7,"Agriculture, AgTech, Artificial Intelligence (AI), Big Data, Financial Services, FinTech, Lending, Machine Learning","Uberlândia, Minas Gerais, Brazil, South America",Rabo Partnerships
Seed Round - Haiqu,https://www.crunchbase.com/funding_round/haiqu-seed--be21c371,Seed,11000000,USD,11000000,2026-01-13,Seed,Haiqu is a quantum computing software firm focusing on the development.,https://www.haiqu.ai,5,"Artificial Intelligence (AI), Hardware","Stanford, California, United States, North America",Primary Venture Partners
Series A - Ringg,https://www.crunchbase.com/funding_round/ringg-series-a--814a6298,Series A,480000000,INR,5281894,2026-01-20,Early Stage Venture,Ringg is an IT company that develops software for manufacturing industries.,https://www.ringg.ai,2,"Analytics, Artificial Intelligence (AI), Business Process Automation (BPA), Cloud Computing, Data Visualization, Enterprise Software, Industrial Automation, Manufacturing, Software","Bengaluru, Karnataka, India, Asia","Arkam Ventures, Capital 2B, QED Investors, Stargazer Fund, White Venture Capital"
Seed Round - Nexxa.ai,https://www.crunchbase.com/funding_round/nexxa-ai-seed--2f800b35,Seed,9000000,USD,9000000,2026-01-21,Seed,Specialized Artificial Intelligence for Heavy Industries,https://nexxa.ai,3,"Artificial Intelligence (AI), Commercial Real Estate, Generative AI, Industrial, Manufacturing, Mining, Oil and Gas, Railroad, Software","Sunnyvale, California, United States, North America",Construct Capital
Series B - Hydrosat,https://www.crunchbase.com/funding_round/hydrosat-series-b--10e90967,Series B,60000000,USD,60000000,2026-01-15,Early Stage Venture,"Hydrosat leverages thermal satellite intelligence and AI to address critical global challenges in food, security, and natural resources",https://www.hydrosat.com,11,"Aerospace, AgTech, Analytics, Artificial Intelligence (AI), Big Data, Geospatial, Information Services, Machine Learning","Washington, District of Columbia, United States, North America","Hartree Partners, Space4Earth, Subutai Capital Partners, Truffle Capital"
Series A - Tucuvi,https://www.crunchbase.com/funding_round/tucuvi-series-a--9aa2cb47,Series A,20000000,USD,20000000,2026-01-08,Early Stage Venture,Tucuvi is pioneering AI-first healthcare with its CE-marked platform for Phone Consultation automation.,https://tucuvi.com,6,"Artificial Intelligence (AI), Health Care, Medical Device, Natural Language Processing, Social Entrepreneurship, Virtual Assistant","Madrid, Madrid, Spain, Europe","Cathay Innovation, K Fund"
Series A - WeatherPromise,https://www.crunchbase.com/funding_round/weatherpromise-series-a--f72829ab,Series A,12800000,USD,12800000,2026-01-13,Early Stage Venture,WeatherPromise guarantees great weather through embedded protection delivered during the purchase of travel or other outdoor activities.,https://weatherpromise.com,1,"InsurTech, Outdoors, Predictive Analytics, Travel","Morristown, New Jersey, United States, North America",Maveron
Series C - LiveKit,https://www.crunchbase.com/funding_round/livekit-series-c--677758f6,Series C,100000000,USD,100000000,2026-01-22,Late Stage Venture,"LiveKit provides a cloud platform that enables developers to build, deploy, and manage real-time communication and AI-driven applications.",https://livekit.io,5,"Artificial Intelligence (AI), Cloud Infrastructure, Information Technology, Real Time","San Jose, California, United States, North America",Index Ventures
Venture Round - Natural Selection,https://www.crunchbase.com/funding_round/natural-selection-5854-series-unknown--d3f4b3a0,Venture - Series Unknown,42000000,USD,42000000,2026-01-20,,Natural Selection is a technology startup that focuses on AI-powered intelligent companions.,,1,Artificial Intelligence (AI),,"Alibaba Group, Ant Group"
Series A - Mendra,https://www.crunchbase.com/funding_round/mendra-series-a--218f704a,Series A,82000000,USD,82000000,2026-01-21,Early Stage Venture,Mendra uses AI to accelerate clinical development and commercialization of breakthrough medicines for diseases with high unmet need.,https://www.mendra.com/,1,"Artificial Intelligence (AI), Biopharma, Medical","San Francisco, California, United States, North America","5AM Ventures, 8VC, OrbiMed"
Seed Round - Cancilico,https://www.crunchbase.com/funding_round/cancilico-seed--92cbe235,Seed,2500000,EUR,2912161,2026-01-20,Seed,Cancilico creates AI and computer vision tools for image-based diagnostics to support healthcare professionals.,https://cancilico.com,1,"Artificial Intelligence (AI), Information Technology, Software","Dresden, Sachsen, Germany, Europe","GEDAD, HTGF (High-Tech Gruenderfonds), ROI Verwaltungsgesellschaft, TGFS - Technologiegründerfonds Sachsen"
Seed Round - PowerEasy Technology,https://www.crunchbase.com/funding_round/powereasy-technology-seed--98599d13,Seed,100000000,CNY,14360388,2026-01-19,Seed,PowerEasy Technology focus on the research and development of intelligent robots and the sales of industrial robots.,https://www.phybot.tech/,3,"Artificial Intelligence (AI), Robotics, Software","Haidian, Beijing, China, Asia",
Series B - GovDash,https://www.crunchbase.com/funding_round/realize-6f6f-series-b--a2f97de2,Series B,30000000,USD,30000000,2026-01-15,Early Stage Venture,"GovDash is a technology company that provides a data platform to track, visualize, and benchmark government and public policy metrics.",https://govdash.com,3,"Artificial Intelligence (AI), Government, Information Technology, Procurement","San Francisco, California, United States, North America","BCI, Mucker Capital"
Seed Round - Biopeak,https://www.crunchbase.com/funding_round/biopeak-seed--6ea4f72a,Seed,248000000,INR,2698912,2026-01-29,Seed,"Biopeak offers personalized health and wellness services that integrate diagnostics, AI-driven analytics, and tailored interventions.",https://www.biopeak.com,2,"Artificial Intelligence (AI), Health Care, Training, Wellness","Bengaluru, Karnataka, India, Asia",NKSQUARED
Seed Round - Risotto,https://www.crunchbase.com/funding_round/risotto-85d1-seed--78ed8695,Seed,10000000,USD,10000000,2026-01-27,Seed,"Risotto is an AI ChatOps for IT support, boosting efficiency and security with instant resolution and 24/7 automation, all via chat.",https://www.tryrisotto.com,2,"Artificial Intelligence (AI), Information Technology","San Francisco, California, United States, North America",Bonfire Ventures
Seed Round - Paraglide AI,https://www.crunchbase.com/funding_round/paraglide-ai-seed--83bf41b4,Seed,5000000,USD,5000000,2026-01-27,Seed,"Paraglide AI agents handle your financial inbox, automatically respond to client invoice queries, chase payment on overdue.",https://www.paraglide.ai,1,Artificial Intelligence (AI),"Malmö, Skane Lan, Sweden, Europe","Bessemer Venture Partners, DN Capital"
Venture Round - Uni-Ubi,https://www.crunchbase.com/funding_round/uni-ubi-series-unknown--16d6aff8,Venture - Series Unknown,513000000,CNY,73698425,2026-01-20,,Uni-Ubi is an AI and IoT solutions provider for smart cities.,http://www.uni-ubi.com/,7,"Artificial Intelligence (AI), Robotics","Hangzhou, Zhejiang, China, Asia","Crewstone International, Shanhai Industrial Group, Yijia Fund"
Series A - Chata.ai,https://www.crunchbase.com/funding_round/chata-ai-series-a--3235963d,Series A,10000000,USD,10000000,2026-01-21,Early Stage Venture,"Chata.ai empowers businesses with proactive alerts and natural language analysis, delivering real-time insights for better decisions.",https://chata.ai/,5,"Analytics, Artificial Intelligence (AI), Business Intelligence, Information Technology, Machine Learning, Natural Language Processing, SaaS, Software","Calgary, Alberta, Canada, North America","7RIDGE, Izou Partners"
Series A - Signet Therapeutics,https://www.crunchbase.com/funding_round/signet-therapeutics-bee2-series-a--4c2c94a9,Series A,80000000,CNY,11464603,2026-01-14,Early Stage Venture,Signet Therapeutics is a cutting-edge firm that conducts research and development on cancer-targeted drugs.,http://signettx.com,6,"Artificial Intelligence (AI), Biotechnology, Therapeutics","Shenzhen, Guangdong, China, Asia",
Seed Round - Hexalog,https://www.crunchbase.com/funding_round/hexalog-d0e2-seed--35da1a88,Seed,4000000,USD,4000000,2026-01-13,Seed,Hexalog is a AI-powered platform for cross-border supply chains.,https://hexalog.in,2,"Artificial Intelligence (AI), Supply Chain Management, Transportation","Delhi, Delhi, India, Asia",Enrission India Capital
Series B - Haier New Energy,https://www.crunchbase.com/funding_round/haier-new-energy-series-b--1bdd77e4,Series B,1000000000,CNY,143603883,2026-01-19,Early Stage Venture,"Haier New Energy expands green and low-carbon solutions under the background of the ""dual carbon"" goal.",https://cn.haier-energy.com/,2,"Artificial Intelligence (AI), Energy, Manufacturing","Qingdao, Fujian, China, Asia",
Seed Round - Midship,https://www.crunchbase.com/funding_round/midship-seed--7e0c71b5,Seed,4150000,USD,4150000,2026-01-27,Seed,Midship is an AI-powered application that automates the extraction of data from various documents,https://midship.ai/,2,"Artificial Intelligence (AI), Data Management, Information Technology","San Francisco, California, United States, North America",Costanoa Ventures
Series A - Looki,https://www.crunchbase.com/funding_round/looki-series-a--991ad7a8,Series A,20000000,USD,20000000,2026-01-05,Early Stage Venture,"Looki is building the next generation of human-centric ai platforms - emotionally aware, and deeply embedded in the physical world.",https://www.looki.ai/,4,Artificial Intelligence (AI),"Toronto, Ontario, Canada, North America",Ant Group
Seed Round - Brickanta,https://www.crunchbase.com/funding_round/brickanta-seed--97dc3ecb,Seed,8000000,USD,8000000,2026-01-27,Seed,"Brickanta uses AI to automate construction documents and project workflows, reduce errors, streamline tasks, & deliver actionable insights.",https://brickanta.com,2,"Artificial Intelligence (AI), Construction, Project Management, SaaS, Software","Stockholm, Stockholms Lan, Sweden, Europe",Northzone
Seed Round - Biographica,https://www.crunchbase.com/funding_round/biographica-seed--853f86fa,Seed,7000000,GBP,9454272,2026-01-07,Seed,Biographica is a biotechnology company that accelerates gene discovery in agriculture with knowledge graphs and machine learning.,https://graphica.bio,1,"Agriculture, Artificial Intelligence (AI), Biotechnology","Spitalfields, Essex, United Kingdom, Europe",Faber
Seed Round - Feijiecos,https://www.crunchbase.com/funding_round/fibretronics-seed--91e64191,Seed,100000000,CNY,14361007,2026-01-23,Seed,Feijiecos is a smart technology supplier that specializes in smart technology and offers intelligent solutions.,https://fysics.net/,1,"Generative AI, Intelligent Systems","Shanghai, Shanghai, China, Asia","Matrix Partners China, Oriental Fortune Capital"
Series A - Cosmos,https://www.crunchbase.com/funding_round/cosmos-7570-series-a--a5f96e68,Series A,15000000,USD,15000000,2026-01-20,Early Stage Venture,Cosmos is a Pinterest alternative for creatives.,https://cosmos.so,3,"Artificial Intelligence (AI), Content, Mobile Apps, Software","New York, New York, United States, North America","Matrix, Shine Capital"
Seed Round - Sandstone,https://www.crunchbase.com/funding_round/sandstone-0a07-seed--f11ee9ee,Seed,10000000,USD,10000000,2026-01-13,Seed,Sandstone is the platform for AI-native legal departments.,https://www.sandstone.com/,1,"Artificial Intelligence (AI), Legal, Software","Cape Town, NA - South Africa, South Africa, Africa",Sequoia Capital
Seed Round - Legato AI,https://www.crunchbase.com/funding_round/legato-ai-seed--138fb42e,Seed,7000000,USD,7000000,2026-01-20,Seed,Legato AI is the first AI Extensibility Layer designed for B2B SaaS systems.,https://www.legato.ai,1,"Artificial Intelligence (AI), SaaS, Software","Tel Aviv, Tel Aviv, Israel, Asia",S Capital VC
Seed Round - Tiandun Data,https://www.crunchbase.com/funding_round/tiandun-data-seed--643cff0f,Seed,800000000,CNY,115078937,2026-01-30,Seed,Tiandun Data is the subsidiary of Guangdong-Hong Kong-Macau Greater Bay Area and a leading intelligent computing infrastructure provider.,https://tiandun.com/,1,"Artificial Intelligence (AI), Electronics, Machine Learning","Shenzhen, Guangdong, China, Asia",Futian Investment Holdings
Seed Round - Open,https://www.crunchbase.com/funding_round/opencopilot-seed--39a68026,Seed,7000000,USD,7000000,2026-01-20,Seed,Open is an AI-powered customer support platform designed to automate support workflows.,https://open.cx,3,"Artificial Intelligence (AI), CRM, Information Technology, Software","Delaware, Ohio, United States, North America","X By Unifonic, Y Combinator"
Venture Round - Hadrian,https://www.crunchbase.com/funding_round/hadrian-caa2-series-unknown--f81b26c1,Venture - Series Unknown,131307594,USD,131307594,2026-01-09,,"Hadrian builds AI-powered automated factories that manufacture precision parts for defense, aerospace, and space industries.",https://hadrian.co,7,"Aerospace, Artificial Intelligence (AI), Machinery Manufacturing, Manufacturing, Supply Chain Management","Hawthorne, California, United States, North America",T. Rowe Price
Series B - Vista.ai,https://www.crunchbase.com/funding_round/vista-ai-series-b--d622d8dc,Series B,29500000,USD,29500000,2026-01-14,Early Stage Venture,Vista.ai is an artificial intelligence that offers clinicians to conduct MRI studies.,https://vista.ai,2,"Artificial Intelligence (AI), Health Care, Medical Device","Palo Alto, California, United States, North America","Cedars-Sinai Health Ventures, Fox Chase Cancer Center, Intermountain Ventures, Tampa General Hospital, University of Utah Health"
Seed Round - Sentra,https://www.crunchbase.com/funding_round/sentra-0240-seed--477983a2,Seed,5000000,USD,5000000,2026-01-28,Seed,Sentra is an AI-powered memory system designed for enterprises. It captures company knowledge and data to create alignment across teams.,https://www.sentra.app,1,"Agentic AI, Artificial Intelligence (AI), Business Intelligence, Enterprise Software, Software","San Francisco, California, United States, North America","a16z speedrun, Together Fund"
Seed Round - Lucend,https://www.crunchbase.com/funding_round/coolgradient-seed--23f2be12,Seed,3300000,USD,3300000,2026-01-26,Seed,Lucend is a roof-to-room AI optimization solution for data centers.,https://getlucend.com/,2,"Artificial Intelligence (AI), Data Center, Internet of Things","Amsterdam, Noord-Holland, The Netherlands, Europe",Remarkable Ventures
Series A - SkyFi®,https://www.crunchbase.com/funding_round/skyfi-87a0-series-a--ed17f74c,Series A,12700000,USD,12700000,2026-01-14,Early Stage Venture,SkyFi® is an earth intelligence platform that provides satellite imagery and analytics to help interpret and analyze planetary data.,https://www.skyfi.com,5,"Aerospace, Apps, Artificial Intelligence (AI), Geospatial, Software","Austin, Texas, United States, North America","Buoyant Ventures, IronGate Capital Advisors"
Pre Seed Round - Autonomous Technologies Group,https://www.crunchbase.com/funding_round/autonomous-technologies-group-pre-seed--a3e66205,Pre-Seed,15000000,USD,15000000,2026-01-07,Seed,Autonomous is an AI-powered fintech company that helps users manage investments and financial decisions independently.,https://becomeautonomous.xyz/,1,"Advice, Artificial Intelligence (AI), Finance","New York, New York, United States, North America","BoxGroup, Y Combinator"
Pre Seed Round - Bricks.sh,https://www.crunchbase.com/funding_round/bricks-sh-pre-seed--acc214fb,Pre-Seed,1600000,EUR,1861281,2026-01-11,Seed,Bricks.sh provides customer service and all business teams with an admin panel they enjoy while putting internal tools on autopilot,https://www.bricks.sh,1,"Artificial Intelligence (AI), Developer Tools, Software","Milano, Lombardia, Italy, Europe",Primo Capital
Series A - Pace,https://www.crunchbase.com/funding_round/pace-0058-series-a--05f11311,Series A,10000000,USD,10000000,2026-01-27,Early Stage Venture,Pace AI bots execute operations often performed by business process outsourcers by navigating internal systems.,https://withpace.com,1,"Artificial Intelligence (AI), InsurTech, Software","New York, New York, United States, North America",Sequoia Capital
Series A - Liquidnitro Games,https://www.crunchbase.com/funding_round/liquidnitro-games-series-a--26b2bff9,Series A,19100000,USD,19100000,2026-01-13,Early Stage Venture,Liquidnitro Games is a game development company that creates interactive video games and entertainment experiences for digital platforms.,https://liquidnitro.games,2,"Artificial Intelligence (AI), Gaming, Online Games, Video Games","Hyderabad, Telangana, India, Asia",Northpoint Capital
Pre Seed Round - Stilla AI,https://www.crunchbase.com/funding_round/stilla-ai-pre-seed--a74d6c33,Pre-Seed,5000000,USD,5000000,2026-01-20,Seed,"Stilla is an AI agent that quietly keeps track of everything — what was said, what needs doing, and what’s already in motion.",https://stilla.ai/,1,"Artificial Intelligence (AI), Productivity Tools","Stockholm, Stockholms Lan, Sweden, Europe",General Catalyst
Series A - Elyos AI,https://www.crunchbase.com/funding_round/elyos-energy-series-a--68795a5a,Series A,11100000,EUR,12904801,2026-01-19,Early Stage Venture,"Elyos AI provides autonomous AI agents for trades and field services, automating communications, booking, dispatch, and follow-ups.",https://www.elyos.ai,3,"Artificial Intelligence (AI), CRM, Customer Service, Generative AI, Software","London, England, United Kingdom, Europe",Blackbird Ventures
Seed Round - 1Buy.AI,https://www.crunchbase.com/funding_round/1buy-ai-seed--69219de8,Seed,325000000,INR,3534664,2026-01-29,Seed,"1Buy.AI makes global electronics procurement intelligent, transparent, and optimized for everyone.",https://1buy.ai/,1,"Artificial Intelligence (AI), Procurement","New Delhi, Delhi, India, Asia",100Unicorns
Venture Round - Blackbird.AI,https://www.crunchbase.com/funding_round/socialtrendly-inc-series-unknown--ebce90ff,Venture - Series Unknown,28000000,USD,28000000,2026-01-07,,Blackbird.AI develops narrative and risk intelligence tools for detecting emerging dangers and staying ahead of real-world harm.,http://www.blackbird.ai,7,"Artificial Intelligence (AI), Enterprise Software, Intrusion Detection, Machine Learning, Security","Rochester, New York, United States, North America","Dorilton Ventures, Ten Eleven Ventures"
Seed Round - GoCanopy,https://www.crunchbase.com/funding_round/gocanopy-seed--fe84dc74,Seed,2100000,EUR,2493025,2026-01-27,Seed,GoCanopy uses AI to transform real estate investing with data-driven insights.,https://gocanopy.tech,1,"Artificial Intelligence (AI), Data Management, Real Estate Investment","Paris, Ile-de-France, France, Europe",Isai
Series A - Sinpex,https://www.crunchbase.com/funding_round/sinpex-series-a--f4ba9418,Series A,10000000,EUR,11625947,2026-01-19,Early Stage Venture,Sinpex offers an AI-driven platform for automating KYC and KYB compliance checks.,https://www.sinpex.de,3,"Analytics, Artificial Intelligence (AI), Compliance, Data Collection and Labeling, Document Management, Finance, Information Technology, Software","Munich, Bayern, Germany, Europe",BlackFin Capital Partners
Series A - Baiyang Intelligent,https://www.crunchbase.com/funding_round/baiyang-intelligent-series-a--833bc806,Series A,300000000,CNY,42962708,2026-01-06,Early Stage Venture,"Baiyang Intelligent specializes in embodied intelligence for the defense, aerospace, and related industries.",https://www.baiyangai.com/,1,"Aerospace, Artificial Intelligence (AI), Electronics","Beijing, Beijing, China, Asia",
Seed Round - MilkStraw AI,https://www.crunchbase.com/funding_round/milkstraw-ai-seed--306c3dff,Seed,2000000,USD,2000000,2026-01-06,Seed,An AI-powered AWS optimization platform for high-growth companies,https://www.milkstraw.ai/,2,"Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure","San Francisco, California, United States, North America",VentureSouq
Seed Round - Aivar Innovations,https://www.crunchbase.com/funding_round/aivar-innovations-seed--4c6585f2,Seed,4600000,USD,4600000,2026-01-08,Seed,Aivar Innovations is an AI-focused technology services company specializing in end-to-end AI solutions for startups and enterprises.,https://aivar.tech,1,"Analytics, Artificial Intelligence (AI), Cloud Infrastructure, Consulting, DevOps, Generative AI, Information Services, Information Technology, Machine Learning","Coimbatore, Tamil Nadu, India, Asia",Sorin Investments
Venture Round - Presto,https://www.crunchbase.com/funding_round/presto-series-unknown--c993ecae,Venture - Series Unknown,10000000,USD,10000000,2026-01-06,,Presto is a software company that provides AI and automation solutions to the restaurant industry.,https://presto.com,13,"Artificial Intelligence (AI), Enterprise Software, Food and Beverage, Restaurants, SaaS, Software","Redwood City, California, United States, North America",Metropolitan Partners
Seed Round - Mindverse,https://www.crunchbase.com/funding_round/mindverse-0ce1-seed--e041828c,Seed,20000000,USD,20000000,2026-01-27,Seed,Mindverse is a cutting-edge AI technology company that builds digital consciousness with autonomous consciousness.,https://mindverse.ai,2,"Artificial Intelligence (AI), Machine Learning, Software","Singapore, Central Region, Singapore, Asia",Ant Group
Series B - Orbem,https://www.crunchbase.com/funding_round/orbem-ff8b-series-b--8332c82b,Series B,55500000,EUR,64649976,2026-01-20,Early Stage Venture,Orbem provides AI-powered imaging and analytics solutions to deliver non-invasive biological insights.,https://orbem.ai,6,"Artificial Intelligence (AI), Biotechnology, Information Technology, Sensor","Munich, Bayern, Germany, Europe",Innovation Industries
Series A - Spangle,https://www.crunchbase.com/funding_round/spangle-1d9d-series-a--637db193,Series A,15000000,USD,15000000,2026-01-08,Early Stage Venture,Building the AI-Native Commerce Platform,https://www.spangle.ai/,2,"Artificial Intelligence (AI), Digital Marketing, E-Commerce, Retail","Bellevue, Washington, United States, North America",NewRoad Capital Partners
Pre Seed Round - Dentio,https://www.crunchbase.com/funding_round/dentio-pre-seed--756ca54a,Pre-Seed,2300000,USD,2300000,2026-01-27,Seed,Dentio is an AI-powered administrative assistant created especially for dentists.,https://dentio.ai,1,"Artificial Intelligence (AI), Dental, Software","Stockholm, Stockholms Lan, Sweden, Europe",Andreessen Horowitz
Series B - Articul8,https://www.crunchbase.com/funding_round/articul8-30ee-series-b--4907bd39,Series B,35000000,USD,35000000,2026-01-07,Early Stage Venture,"Articul8 AI is an enterprise-generative AI platform that helps organizations build, deploy, and manage AI applications.",https://www.articul8.ai,3,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Software","Palo Alto, California, United States, North America",Adara Ventures
Pre Seed Round - Skene,https://www.crunchbase.com/funding_round/skene-pre-seed--e1c59a24,Pre-Seed,800000,EUR,931000,2026-01-15,Seed,"Skene automates onboarding, retention, and growth, allowing vibe developers to focus on development.",https://www.skene.ai/,1,"Artificial Intelligence (AI), Customer Service, Market Research","Helsinki, Southern Finland, Finland, Europe",Superhero Capital
Seed Round - Cashmere,https://www.crunchbase.com/funding_round/cashmere-5638-seed--6dd75dfd,Seed,5000000,USD,5000000,2026-01-22,Seed,Cashmere provides publishers with tools to manage and monetize data in the agentic AI era.,https://cashmere.io,2,"Artificial Intelligence (AI), Content, Publishing","Salt Lake City, Utah, United States, North America",Reach Capital
Series A - Prudentia Sciences,https://www.crunchbase.com/funding_round/prudentia-sciences-series-a--ceaefa59,Series A,20000000,USD,20000000,2026-01-07,Early Stage Venture,Prudentia Sciences is a platform enables AI-powered Asset Diligence and Valuation to De-Risk Investment in Drug Development.,https://www.prudentiasciences.com/,2,"Artificial Intelligence (AI), Information Technology, Life Science","Cambridge, Massachusetts, United States, North America",McKesson Ventures
Series B - Apella Technology,https://www.crunchbase.com/funding_round/apella-technology-series-b--0bd3e46c,Series B,80000000,USD,80000000,2026-01-07,Early Stage Venture,Apella Technology is an AI startup that brings modern engineering to improve surgery.,https://apella.io,5,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Sensor, Software, Wellness","Oakland, California, United States, North America",HighlandX
Pre Seed Round - Sparkli,https://www.crunchbase.com/funding_round/sparkli-pre-seed--a2f9b116,Pre-Seed,5000000,USD,5000000,2026-01-22,Seed,Sparkli is an AI-driven learning platform for kids aged 5–12 that turns curiosity into multimodal educational experiences.,https://sparkli.ai,2,"Artificial Intelligence (AI), EdTech, Education, Generative AI","Pfaffikon, Zurich, Switzerland, Europe",Founderful
Seed Round - FinOpsly,https://www.crunchbase.com/funding_round/finopsly-seed--efb912d2,Seed,6420002,USD,6420002,2026-01-14,Seed,"Cloud, Data, AI Cost Management, FinOps",https://www.finopsly.com,3,"Agentic AI, Artificial Intelligence (AI), Generative AI, Information Technology, Software","Cincinnati, Ohio, United States, North America",Cultivation Capital
Venture Round - Spot Ship,https://www.crunchbase.com/funding_round/spot-ship-series-unknown--ab2a1b4d,Venture - Series Unknown,1000000,GBP,1342404,2026-01-14,,Spot Ship is an enterprise SAAS company that reduces the time it takes a ship broker to charter a ship from 6 days to 2 hours,https://www.spot-ship.com/,3,"Logistics, Machine Learning, Software","London, England, United Kingdom, Europe",Ventures.eu
Venture Round - Spector.ai,https://www.crunchbase.com/funding_round/spector-ai-series-unknown--f5fdd0f9,Venture - Series Unknown,580000000,INR,6450870,2026-01-08,,"Spector.ai uses AI agents to simplify plant onboarding, monitoring, and reliability management.",https://spector.ai,1,"Artificial Intelligence (AI), Automotive, Industrial Automation, Manufacturing, Renewable Energy","Bengaluru, Karnataka, India, Asia",IvyCap Ventures
Seed Round - Ruihe Electronics,https://www.crunchbase.com/funding_round/ruihe-electronics-seed--8b11ed68,Seed,100000000,CNY,14359770,2026-01-21,Seed,Ruihe Electronics provides high-end sensor devices for the Industrial Internet of Things.,http://www.ruihedianzi.com/,1,"Artificial Intelligence (AI), Internet of Things, Sensor","Hefei, Anhui, China, Asia",Xinli Capital
Seed Round - RARA Factory,https://www.crunchbase.com/funding_round/rara-factory-seed--fc30eb60,Seed,3200000,EUR,3724867,2026-01-14,Seed,RARA Factory is a company that provides research and development of sustainable materials utilizing physics-based artificial intelligence.,https://rarafactory.com/,2,"Artificial Intelligence (AI), CleanTech, Sustainability","Venezia, Veneto, Italy, Europe",
Seed Round - Agrani Labs,https://www.crunchbase.com/funding_round/agrani-labs-seed--e61a4a93,Seed,8000000,USD,8000000,2026-01-28,Seed,Agrani Labs is semiconductor manufacturing firm that is currently in stealth mode.,https://www.agranilabs.com/,1,"AI Infrastructure, Artificial Intelligence (AI), Manufacturing, Semiconductor","Fremont, California, United States, North America",Peak XV Partners
Series B - Sixfold AI,https://www.crunchbase.com/funding_round/sixfold-ai-series-b--f07739d0,Series B,30000000,USD,30000000,2026-01-29,Early Stage Venture,Sixfold AI is an insurtech company that uses AI to automate underwriting processes and support more informed risk evaluation.,https://www.sixfold.ai,4,"Artificial Intelligence (AI), Generative AI, InsurTech, Productivity Tools","New York, New York, United States, North America",Brewer Lane Ventures
Seed Round - OTTO SPORT AI,https://www.crunchbase.com/funding_round/otto-sport-ai-seed--40e4399c,Seed,16500000,USD,16500000,2026-01-15,Seed,OTTO SPORT AI is an AI-driven intelligent operating system developed for youth sports groups.,https://www.ottosport.ai,1,"Artificial Intelligence (AI), Sports","Minneapolis, Minnesota, United States, North America","Mamba Growth, Rally Ventures"
Series B - Nomagic,https://www.crunchbase.com/funding_round/nomagic-series-b--d8273842,Series B,10000000,USD,10000000,2026-01-28,Early Stage Venture,Nomagic provides smart pick and place robotic solutions for order fulfillment.,https://nomagic.ai/,5,"Artificial Intelligence (AI), Cloud Infrastructure, Logistics, Robotics","Warsaw, Mazowieckie, Poland, Europe",Cogito Capital Partners
Seed Round - Parambil,https://www.crunchbase.com/funding_round/parambil-seed--6e53b5c5,Seed,6000000,USD,6000000,2026-01-13,Seed,Parambil is an AI-powered legal technology company that specializes in medical record review and litigation support.,https://www.parambil.com,2,"Artificial Intelligence (AI), Consulting, Legal Tech","Nyack, New York, United States, North America",Bling Capital
Series A - Linker Vision,https://www.crunchbase.com/funding_round/linker-vision-series-a--662959e1,Series A,35000000,USD,35000000,2026-01-05,Early Stage Venture,"Linker Vision is an IT company that expertise in AI, machine learning and offers distributed training, and wokrplace safety.",https://linkervision.com,2,"Artificial Intelligence (AI), Machine Learning, Software","Taipei, T'ai-pei, Taiwan, Asia",ABICO Group
Pre Seed Round - Leracom AI,https://www.crunchbase.com/funding_round/leracom-ai-pre-seed--cedba2f0,Pre-Seed,1000000,USD,1000000,2026-01-23,Seed,Leracom AI provides an AI-powered customer service SaaS platform combining automation and human input.,https://leracom.ai/,1,"Artificial Intelligence (AI), Customer Service, SaaS","Monterrey, Nuevo Leon, Mexico, North America",WeBoost
Pre Seed Round - Karavel.ai,https://www.crunchbase.com/funding_round/karavel-ai-pre-seed--7bfe47ba,Pre-Seed,1250000,GBP,1682376,2026-01-13,Seed,"Karavel is an AI platform that manages regulatory control, marketing evaluations, and procedures in finance, technology and healthcare.",https://karavel.ai,1,"Artificial Intelligence (AI), Information Technology","London, England, United Kingdom, Europe",Fuel Ventures
